"","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"5134","Rush: A Disney Pixar Adventure","Adventure","XOne",0.17,0.15,0,0,0.02,2017
"5135","Final Fantasy XIV: Stormblood","MMO","PS4",0.17,0.05,0.04,0.06,0.02,2017
"5136","MXGP 3: The Official Motocross Videogame","Racing","PS4",0.17,0.06,0,0.08,0.03,2017
"5137","Dead Rising 4: Frank's Big Package","Action-Adventure","PS4",0.16,0.08,0,0.05,0.03,2017
"5138","Naruto Shippuden: Ultimate Ninja Storm Legacy","Fighting","PS4",0.16,0.07,0.03,0.04,0.02,2017
"5139","Berserk and the Band of the Hawk","Action","PS4",0.16,0.07,0.05,0.02,0.02,2017
"5140","Pillars of Eternity","Role-Playing","PS4",0.16,0.11,0,0.02,0.03,2017
"5141","Valkyria Revolution","Role-Playing","PS4",0.16,0.04,0.07,0.03,0.02,2017
"5142","Toukiden 2","Action","PS4",0.15,0.04,0.1,0,0.01,2017
"5143","Super Robot Wars V","Role-Playing","PS4",0.15,0,0.15,0,0,2017
"5144","Cyberdimension Neptunia: 4 Goddesses Online","Role-Playing","PS4",0.14,0.06,0.07,0,0.01,2017
"5145","Naruto Shippuden: Ultimate Ninja Storm Legacy","Fighting","XOne",0.14,0.11,0,0.02,0.01,2017
"5146","Dishonored: Death of the Outsider","Action","XOne",0.14,0.07,0,0.06,0.01,2017
"5147","NASCAR Heat 2","Racing","PS4",0.13,0.11,0,0,0.02,2017
"5148","Bulletstorm: Full Clip Edition","Shooter","PS4",0.13,0.05,0,0.06,0.02,2017
"5149","Golf Club 2","Sports","PS4",0.13,0.05,0,0.06,0.02,2017
"5150","Outlast Trinity","Action","XOne",0.13,0.1,0,0.02,0.01,2017
"5151","Sonic Mania","Platform","XOne",0.13,0.09,0,0.03,0.01,2017
"5152","Mass Effect: Andromeda","Role-Playing","PC",0.13,0.04,0,0.08,0.01,2017
"5153","Utawarerumono: Mask of Truth","Visual Novel","PS4",0.13,0.05,0.07,0,0.01,2017
"5154","The Legend of Heroes: Trails of Cold Steel III","Role-Playing","PS4",0.13,0,0.13,0,0,2017
"5155","Utawarerumono: Mask of Deception","Adventure","PS4",0.13,0.05,0.07,0,0.01,2017
"5156","Job Simulator","Simulation","PS4",0.12,0.1,0,0,0.02,2017
"5157","Dead by Daylight","Action","XOne",0.12,0.08,0,0.03,0.01,2017
"5158","The Walking Dead - The Telltale Series: A New Frontier","Adventure","XOne",0.12,0.1,0,0.01,0.01,2017
"5159","NASCAR Heat 2","Racing","XOne",0.12,0.11,0,0,0.01,2017
"5160","Wolfenstein The Two Pack","Shooter","XOne",0.12,0.11,0,0,0.01,2017
"5161","The Surge","Action","XOne",0.12,0.07,0,0.04,0.01,2017
"5162","Danganronpa 1-2 Reload","Adventure","PS4",0.12,0.08,0.02,0,0.02,2017
"5163","Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto","Fighting","XOne",0.12,0.11,0,0,0.01,2017
"5164","Pro Evolution Soccer 2018","Sports","XOne",0.12,0.06,0,0.05,0.01,2017
"5165","America's Greatest Game Shows: Wheel of Fortune & Jeopardy!","Misc","PS4",0.12,0.1,0,0,0.02,2017
"5166","Marvel's Guardians of the Galaxy: The Telltale Series","Adventure","PS4",0.12,0.06,0,0.04,0.02,2017
"5167","Constructor HD","Strategy","PS4",0.11,0.09,0,0,0.02,2017
"5168","Minecraft: Story Mode - Season Two","Adventure","PS4",0.11,0.09,0,0,0.02,2017
"5169","The Invisible Hours","Adventure","PS4",0.11,0.09,0,0,0.02,2017
"5170","RiME","Adventure","PS4",0.11,0.02,0,0.07,0.02,2017
"5171","Agents of Mayhem","Action","XOne",0.11,0.07,0,0.03,0.01,2017
"5172","Pac-Man Championship Edition 2 + Arcade Game Series","Action","PS4",0.1,0.08,0,0,0.02,2017
"5173","Stardew Valley","Simulation","PS4",0.1,0.04,0,0.04,0.02,2017
"5174","Warriors All-Stars","Action","PS4",0.1,0.03,0.06,0,0.01,2017
"5175","Puyo Puyo Tetris","Puzzle","PS4",0.1,0.05,0,0.03,0.02,2017
"5176","Accel World vs. Sword Art Online: Millennium Twilight","Action","PS4",0.1,0,0.06,0.03,0.01,2017
"5177","Wolfenstein The Two Pack","Shooter","PS4",0.1,0.08,0,0,0.02,2017
"5178","Yooka-Laylee","Platform","XOne",0.1,0.05,0,0.04,0.01,2017
"5179","Nights of Azure 2","Action","PS4",0.09,0.04,0.04,0,0.01,2017
"5180","Taiko no Tatsujin: Drum Session!","Music","PS4",0.09,0,0.09,0,0,2017
"5181","Rugby League Live 4","Sports","PS4",0.09,0,0,0.08,0.01,2017
"5182","Summon Night 6: Lost Borders","Role-Playing","PS4",0.09,0.03,0.05,0,0.01,2017
"5183","Pro Evolution Soccer 2018","Sports","PS3",0.09,0.01,0.03,0.04,0.01,2017
"5184","Dark Rose Valkyrie","Role-Playing","PS4",0.09,0.04,0.04,0,0.01,2017
"5185","ATV Drift & Tricks","Racing","PS4",0.09,0.07,0,0,0.02,2017
"5186","NBA 2K18","Sports","PS3",0.09,0.06,0.01,0.01,0.01,2017
"5187","MXGP 3: The Official Motocross Videogame","Racing","XOne",0.09,0.06,0,0.02,0.01,2017
"5188","FIFA 18","Sports","PC",0.08,0,0,0.08,0,2017
"5189","Ride 2","Racing","XOne",0.08,0.06,0,0.01,0.01,2017
"5190","Elite: Dangerous","Simulation","XOne",0.08,0.07,0,0,0.01,2017
"5191","Bulletstorm: Full Clip Edition","Shooter","XOne",0.08,0.06,0,0.01,0.01,2017
"5192","The Sexy Brutale","Adventure","PS4",0.08,0.05,0,0.02,0.01,2017
"5193","Micro Machines: World Series","Racing","XOne",0.08,0.02,0,0.05,0.01,2017
"5194","Rapala Fishing Pro Series","Simulation","PS4",0.08,0.06,0,0,0.02,2017
"5195","Atelier Firis: The Alchemist and the Mysterious Journey","Role-Playing","PS4",0.08,0.02,0.05,0,0.01,2017
"5196","God Wars: Future Past","Role-Playing","PS4",0.07,0.03,0.02,0.01,0.01,2017
"5197","Attack on Titan","Action","PS3",0.07,0,0.07,0,0,2017
"5198","Has-Been Heroes","Action","PS4",0.07,0.06,0,0,0.01,2017
"5199","Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary","Misc","PS4",0.07,0,0.07,0,0,2017
"5200","Styx: Shards of Darkness","Action","PS4",0.07,0.06,0,0,0.01,2017
"5201","The Walking Dead: A Telltale Series Collection","Adventure","PS4",0.07,0.06,0,0,0.01,2017
"5202","The Silver Case","Visual Novel","PS4",0.07,0.05,0.01,0,0.01,2017
"5203","Disneyland Adventures","Action-Adventure","XOne",0.07,0.05,0,0.01,0.01,2017
"5204","Hunting Simulator","Shooter","PS4",0.07,0.06,0,0,0.01,2017
"5205","WRC 7","Racing","PS4",0.07,0.06,0,0,0.01,2017
"5206","Le Tour de France 2017","Simulation","PS4",0.07,0,0,0.06,0.01,2017
"5207","City Shrouded in Shadow","Action-Adventure","PS4",0.07,0,0.07,0,0,2017
"5208","SG/ZH: School Girl/Zombie Hunter","Action","PS4",0.07,0.04,0.02,0,0.01,2017
"5209","R.B.I. Baseball 2017","Sports","XOne",0.07,0.06,0,0,0.01,2017
"5210","Birthdays the Beginning","Misc","PS4",0.06,0.05,0,0,0.01,2017
"5211","Rugby 18","Sports","PS4",0.06,0.05,0,0,0.01,2017
"5212","X-Plane 11","Simulation","PC",0.06,0,0,0.06,0,2017
"5213","MX vs ATV Supercross Encore 2017 Track Edition","Racing","XOne",0.06,0.05,0,0,0.01,2017
"5214","MX vs ATV Supercross Encore 2017 Track Edition","Racing","PS4",0.06,0.05,0,0,0.01,2017
"5215","Deformers","Action","PS4",0.06,0.05,0,0,0.01,2017
"5216","Killing Floor 2","Shooter","XOne",0.06,0.05,0,0,0.01,2017
"5217","Dragon Quest X: All in One Package","Role-Playing","PS4",0.06,0,0.06,0,0,2017
"5218","Yomawari: Midnight Shadows","Action","PS4",0.06,0.02,0.04,0,0,2017
"5219","Okami HD","Action","XOne",0.06,0.05,0,0,0.01,2017
"5220","Outcast: Second Contact","Adventure","PS4",0.06,0.05,0,0,0.01,2017
"5221","Rapala Fishing Pro Series","Simulation","XOne",0.06,0.05,0,0,0.01,2017
"5222","Golf Club 2","Sports","XOne",0.06,0.05,0,0,0.01,2017
"5223","Aven Colony","Strategy","PS4",0.06,0.04,0,0.01,0.01,2017
"5224","Battle Chasers: Nightwar","Role-Playing","PS4",0.06,0.03,0,0.02,0.01,2017
"5225","Hunting Simulator","Shooter","XOne",0.06,0.05,0,0,0.01,2017
"5226","Styx: Shards of Darkness","Action","XOne",0.06,0.05,0,0,0.01,2017
"5227","Black Mirror","Adventure","PS4",0.05,0.04,0,0,0.01,2017
"5228","Touhou Genso Wanderer","Action","PS4",0.05,0.04,0,0,0.01,2017
"5229","Hatsune Miku: Project Diva Future Tone DX","Misc","PS4",0.05,0,0.05,0,0,2017
"5230","Starblood Arena","Shooter","PS4",0.05,0.04,0,0,0.01,2017
"5231","Bubsy: The Woolies Strike Back","Platform","PS4",0.05,0.04,0,0,0.01,2017
"5232","Phantasy Star Online 2 Episode 4: Deluxe Package","Role-Playing","PS4",0.05,0,0.05,0,0,2017
"5233","Demon Gaze 2","Role-Playing","PS4",0.05,0.04,0,0,0.01,2017
"5234","The Elder Scrolls Online: Morrowind","MMO","PC",0.05,0.02,0,0.03,0,2017
"5235","Real Farm","Simulation","PS4",0.05,0.04,0,0,0.01,2017
"5236","Rugby 18","Sports","XOne",0.05,0.04,0,0,0.01,2017
"5237","Has-Been Heroes","Action","XOne",0.05,0.04,0,0,0.01,2017
"5238","Deformers","Action","XOne",0.05,0.04,0,0,0.01,2017
"5239","Cars 3: Driven to Win","Racing","XOne",0.05,0.04,0,0,0.01,2017
"5240","Pillars of Eternity","Role-Playing","XOne",0.05,0.04,0,0,0.01,2017
"5241","Batman: The Enemy Within","Adventure","XOne",0.05,0.04,0,0,0.01,2017
"5242","Monster Jam: Crush It","Racing","PS4",0.05,0.04,0,0,0.01,2017
"5243","WRC 7","Racing","XOne",0.05,0.04,0,0,0.01,2017
"5244","Ben 10 (2017)","Action","PS4",0.05,0.04,0,0,0.01,2017
"5245","Road Rage","Racing","XOne",0.04,0.04,0,0,0,2017
"5246","For Honor","Action","PC",0.04,0.02,0,0.02,0,2017
"5247","Dragon's Dogma: Dark Arisen","Role-Playing","XOne",0.04,0.04,0,0,0,2017
"5248","Deer Hunter Reloaded","Shooter","XOne",0.04,0.04,0,0,0,2017
"5249","Air Conflicts: Secret Wars","Simulation","PS4",0.04,0.03,0,0,0.01,2017
"5250","Valkyria Revolution","Role-Playing","XOne",0.04,0.04,0,0,0,2017
"5251","Anima - Gate of Memories","Action","PS4",0.04,0.01,0,0.02,0.01,2017
"5252","Syberia III","Role-Playing","PC",0.04,0.02,0,0.02,0,2017
"5253","Unbox: Newbie's Adventure","Action","PS4",0.04,0.03,0,0,0.01,2017
"5254","Elex","Role-Playing","XOne",0.04,0.04,0,0,0,2017
"5255","Battle Chasers: Nightwar","Role-Playing","XOne",0.04,0.04,0,0,0,2017
"5256","Tom Clancy's Ghost Recon Wildlands","Shooter","PC",0.04,0,0,0.04,0,2017
"5257","Yonder: The Cloud Catcher Chronicles","Action","PS4",0.04,0.03,0,0,0.01,2017
"5258","Farming Simulator 17: Straw Harvest","Simulation","PC",0.04,0,0,0.04,0,2017
"5259","Dungeons 3","Strategy","PS4",0.04,0.03,0,0,0.01,2017
"5260","Warhammer 40,000: Dawn of War III","Strategy","PC",0.04,0,0,0.04,0,2017
"5261","Wonder Boy: The Dragon's Trap (Remake)","Platform","PS4",0.04,0.03,0,0,0.01,2017
"5262","ABZU","Adventure","PS4",0.04,0.03,0,0,0.01,2017
"5263","Shadow Tactics: Blades of the Shogun","Strategy","PS4",0.04,0.02,0,0.01,0.01,2017
"5264","R.B.I. Baseball 2017","Sports","PS4",0.04,0.03,0,0,0.01,2017
"5265","VR Karts","Racing","PS4",0.04,0.03,0,0,0.01,2017
"5266","WRC 6","Racing","XOne",0.03,0.03,0,0,0,2017
"5267","Raiden V","Action","PS4",0.03,0.02,0,0,0.01,2017
"5268","Dynasty Warriors: Godseekers","Strategy","PS4",0.03,0,0.03,0,0,2017
"5269","Black Mirror","Adventure","XOne",0.03,0.03,0,0,0,2017
"5270","Raid: World War II","Shooter","XOne",0.03,0.03,0,0,0,2017
"5271","Troll and I","Action","PS4",0.03,0.02,0,0,0.01,2017
"5272","Kamen Rider: Climax Fighters","Fighting","PS4",0.03,0,0.03,0,0,2017
"5273","Carmageddon: Max Damage","Action","XOne",0.03,0.02,0,0.01,0,2017
"5274","THE iDOLM@STER: Stella Stage","Misc","PS4",0.03,0,0.03,0,0,2017
"5275","INSIDE / LIMBO Double Pack","Platform","XOne",0.03,0.03,0,0,0,2017
"5276","The Pillars of the Earth","Adventure","PS4",0.03,0.02,0,0,0.01,2017
"5277","Romance of the Three Kingdoms 13 with Power-Up Kit","Misc","PS4",0.03,0,0.03,0,0,2017
"5278","Road Rage","Racing","PS4",0.03,0.02,0,0,0.01,2017
"5279","Winning Post 8 2017","Misc","PS4",0.03,0,0.03,0,0,2017
"5280","Blackguards 2","Strategy","PS4",0.03,0.02,0,0,0.01,2017
"5281","Baja: Edge of Control HD","Racing","PS4",0.03,0.02,0,0,0.01,2017
"5282","The Town of Light","Adventure","PS4",0.03,0.02,0,0,0.01,2017
"5283","Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto","Fighting","PS4",0.03,0,0.03,0,0,2017
"5284","Aokana: Four Rhythm Across the Blue","Visual Novel","PS4",0.03,0,0.03,0,0,2017
"5285","Omega Labyrinth Z","Role-Playing","PS4",0.02,0,0.02,0,0,2017
"5286","SUPERBEAT: XONiC","Music","PS4",0.02,0.02,0,0,0,2017
"5287","F1 2017","Racing","PC",0.02,0,0,0.02,0,2017
"5288","Redout","Racing","PS4",0.02,0.02,0,0,0,2017
"5289","PaRappa the Rapper Remastered","Music","PS4",0.02,0,0.02,0,0,2017
"5290","Syberia III","Adventure","XOne",0.02,0.02,0,0,0,2017
"5291","Moto Racer 4","Racing","XOne",0.02,0.02,0,0,0,2017
"5292","Rugby League Live 4","Sports","XOne",0.02,0,0,0.02,0,2017
"5293","ABZU","Adventure","XOne",0.02,0.02,0,0,0,2017
"5294","Big Buck Hunter Arcade","Shooter","PS4",0.02,0.02,0,0,0,2017
"5295","Pharaonic","Action","XOne",0.02,0.02,0,0,0,2017
"5296","Resident Evil: Revelations","Action","XOne",0.02,0.02,0,0,0,2017
"5297","Need for Speed: Payback","Racing","PC",0.02,0,0,0.02,0,2017
"5298","Minecraft: Story Mode - Season Two","Adventure","PC",0.02,0,0,0.02,0,2017
"5299","Tricky Towers","Puzzle","PS4",0.02,0.02,0,0,0,2017
"5300","Big Buck Hunter Arcade","Shooter","XOne",0.02,0.02,0,0,0,2017
"5301","No Heroes Allowed! VR","Strategy","PS4",0.02,0,0.02,0,0,2017
"5302","ArmaGallant: Decks of Destiny","Strategy","PS4",0.02,0.02,0,0,0,2017
"5303","Patapon Remastered","Music","PS4",0.02,0,0.02,0,0,2017
"5304","Redout","Racing","XOne",0.02,0.02,0,0,0,2017
"5305","Troll and I","Action","XOne",0.02,0.02,0,0,0,2017
"5306","Portal Knights","Role-Playing","XOne",0.02,0.02,0,0,0,2017
"5307","The Inner World: The Last Wind Monk","Puzzle","PS4",0.02,0.02,0,0,0,2017
"5308","Konoyo no Hate de Koi o Utau Shoujo: Yu-No","Visual Novel","PS4",0.02,0,0.02,0,0,2017
"5309","Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online","Role-Playing","PS4",0.02,0,0.02,0,0,2017
"5310","Genkai Tokki: Castle Panzers","Role-Playing","PS4",0.02,0,0.02,0,0,2017
"5311","Halo Wars 2","Strategy","PC",0.02,0,0,0.02,0,2017
"5312","Mega Man Legacy Collection 2","Action","XOne",0.02,0.02,0,0,0,2017
"5313","Dungeons 3","Strategy","XOne",0.02,0.02,0,0,0,2017
"5314","Blackguards 2","Strategy","XOne",0.02,0.02,0,0,0,2017
"5315","A-Train Exp.","Simulation","PS4",0.02,0,0.02,0,0,2017
"5316","Chaos;Child","Visual Novel","PS4",0.02,0,0.02,0,0,2017
"5317","Rogue Trooper Redux","Shooter","XOne",0.02,0.02,0,0,0,2017
"5318","Fortnite","Action","PC",0.02,0,0,0.02,0,2017
"5319","Torment: Tides of Numenera","Role-Playing","PC",0.02,0,0,0.02,0,2017
"5320","White Day: A Labyrinth Named School (2017)","Action","PS4",0.02,0,0.01,0.01,0,2017
"5321","Tekken 7","Fighting","PC",0.01,0,0,0.01,0,2017
"5322","Torment: Tides of Numenera","Role-Playing","PS4",0.01,0.01,0,0,0,2017
"5323","Summer Lesson: Miyamoto Hikari Collection","Adventure","PS4",0.01,0,0.01,0,0,2017
"5324","FlatOut 4: Total Insanity","Racing","XOne",0.01,0.01,0,0,0,2017
"5325","Little Witch Academia: Chamber of Time","Role-Playing","PS4",0.01,0,0.01,0,0,2017
"5326","New Game! The Challenge Stage!","Adventure","PS4",0.01,0,0.01,0,0,2017
"5327","Ostwind/Windstorm","Adventure","PC",0.01,0,0,0.01,0,2017
"5328","Hakoniwa Company Works","Strategy","PS4",0.01,0,0.01,0,0,2017
"5329","Shadow Tactics: Blades of the Shogun","Strategy","XOne",0.01,0.01,0,0,0,2017
"5330","DJ Max Respect","Misc","PS4",0.01,0,0.01,0,0,2017
"5331","DiRT 4","Racing","PC",0.01,0,0,0.01,0,2017
"5332","The Town of Light","Adventure","XOne",0.01,0.01,0,0,0,2017
"5333","Dragon's Dogma Online: Season 3","Role-Playing","PS4",0.01,0,0.01,0,0,2017
"5334","Pro Evolution Soccer 2018","Sports","PC",0.01,0,0,0.01,0,2017
"5335","Occultic;Nine","Adventure","PS4",0.01,0,0.01,0,0,2017
"5336","Has-Been Heroes","Action","PC",0.01,0.01,0,0,0,2017
"5337","Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!","Adventure","PS4",0.01,0,0.01,0,0,2017
"5338","Cars 3: Driven to Win","Racing","PS3",0.01,0.01,0,0,0,2017
"5339","Le Tour de France 2017","Simulation","PC",0.01,0,0,0.01,0,2017
"5340","Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set","Adventure","PS4",0.01,0,0.01,0,0,2017
"5341","Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss","Adventure","PS4",0.01,0,0.01,0,0,2017
"5342","ATV Renegades","Racing","PS4",0.01,0.01,0,0,0,2017
"5343","Deformers","Action","PC",0.01,0.01,0,0,0,2017
"5344","Guild Wars 2 - Path of Fire","Role-Playing","PC",0.01,0,0,0.01,0,2017
"5345","Winning Post 8 2017","Misc","PS3",0.01,0,0.01,0,0,2017
"5346","Torment: Tides of Numenera","Role-Playing","XOne",0.01,0.01,0,0,0,2017
"5347","Chaos;Child: Love Chu Chu!!","Visual Novel","PS4",0.01,0,0.01,0,0,2017
"5348","Moto Racer 4","Racing","PS4",0.01,0.01,0,0,0,2017
"5349","LocoRoco Remastered","Platform","PS4",0.01,0,0.01,0,0,2017
"5350","Lock's Quest","Strategy","PS4",0.01,0.01,0,0,0,2017
"5351","Romance of the Three Kingdoms 13 with Power-Up Kit","Misc","PS3",0.01,0,0.01,0,0,2017
"5352","Akiba's Trip 2+A","Adventure","PS4",0.01,0,0.01,0,0,2017
"5353","Date A Live: Rio Reincarnation HD","Adventure","PS4",0.01,0,0.01,0,0,2017
"5354","Undertale","Role-Playing","PS4",0.01,0,0.01,0,0,2017
"5355","Final Fantasy XIV Online Complete Edition","MMO","PC",0.01,0,0,0.01,0,2017
"5356","Valhalla Hills: Definitive Edition","Strategy","PS4",0.01,0.01,0,0,0,2017
"5357","One Piece: Unlimited World Red Deluxe Edition","Action","PS4",0.01,0,0.01,0,0,2017
"5358","Enigmatis 3: The Shadow Of Karkhala","Adventure","PC",0.01,0,0,0.01,0,2017
"5359","Darius Burst: Chronicle Saviours","Action","PS4",0.01,0,0.01,0,0,2017
"5360","Red Dead Redemption 2","Action-Adventure","PS4",13.94,5.26,0.21,6.21,2.26,2018
"5361","Call of Duty: Black Ops IIII","Shooter","PS4",9.32,4.05,0.5,3.28,1.49,2018
"5362","FIFA 19","Sports","PS4",9.15,0.84,0.1,6.87,1.34,2018
"5363","God of War (2018)","Action","PS4",6.15,2.83,0.13,2.17,1.02,2018
"5364","Red Dead Redemption 2","Action-Adventure","XOne",5.77,3.76,0,1.47,0.54,2018
"5365","Call of Duty: Black Ops IIII","Shooter","XOne",4.85,3.27,0,1.12,0.46,2018
"5366","Assassin's Creed Odyssey","Action-Adventure","PS4",3.18,1.18,0.09,1.4,0.51,2018
"5367","NBA 2K19","Sports","PS4",2.63,1.69,0.03,0.44,0.47,2018
"5368","FIFA 19","Sports","XOne",2.22,0.56,0,1.5,0.16,2018
"5369","Spyro Reignited Trilogy","Platform","PS4",2.17,0.75,0,1.07,0.35,2018
"5370","Dragon Quest XI: Echoes of an Elusive Age","Role-Playing","PS4",2.04,0.29,1.43,0.22,0.1,2018
"5371","Far Cry 5","Action","XOne",1.78,1.14,0,0.47,0.17,2018
"5372","Shadow of the Tomb Raider","Action-Adventure","PS4",1.74,0.59,0.06,0.82,0.27,2018
"5373","Battlefield V","Shooter","XOne",1.55,1.05,0,0.35,0.15,2018
"5374","Madden NFL 19","Sports","XOne",1.51,1.33,0,0.02,0.16,2018
"5375","Assassin's Creed Odyssey","Action-Adventure","XOne",1.39,0.91,0,0.35,0.13,2018
"5376","Shadow of the Colossus","Action-Adventure","PS4",1.2,0.44,0.05,0.52,0.19,2018
"5377","MLB The Show 18","Sports","PS4",1.06,0.86,0,0,0.2,2018
"5378","WWE 2K19","Fighting","PS4",0.98,0.36,0,0.46,0.16,2018
"5379","Sea of Thieves","Action-Adventure","XOne",0.96,0.6,0,0.27,0.09,2018
"5380","Monster Hunter: World","Action","XOne",0.93,0.67,0,0.17,0.09,2018
"5381","Ni no Kuni II: Revenant Kingdom","Role-Playing","PS4",0.89,0.33,0.12,0.31,0.13,2018
"5382","Shadow of the Tomb Raider","Action-Adventure","XOne",0.78,0.46,0,0.25,0.07,2018
"5383","Astro Bot Rescue Mission","Platform","PS4",0.71,0.22,0.02,0.36,0.11,2018
"5384","SoulCalibur VI","Fighting","PS4",0.71,0.44,0.04,0.11,0.12,2018
"5385","Crash Bandicoot N. Sane Trilogy","Platform","XOne",0.65,0.23,0,0.37,0.05,2018
"5386","Farming Simulator 19","Simulation","PC",0.58,0,0,0.55,0.03,2018
"5387","Just Cause 4","Action-Adventure","PS4",0.56,0.18,0.03,0.26,0.09,2018
"5388","F1 2018","Racing","PS4",0.53,0.05,0.01,0.39,0.08,2018
"5389","Dragon Ball FighterZ","Fighting","XOne",0.52,0.38,0,0.09,0.05,2018
"5390","Hitman 2","Action-Adventure","PS4",0.51,0.19,0.02,0.22,0.08,2018
"5391","Dark Souls: Remastered","Role-Playing","PS4",0.49,0.13,0.14,0.16,0.06,2018
"5392","WWE 2K19","Fighting","XOne",0.48,0.3,0,0.14,0.04,2018
"5393","Jurassic World Evolution","Simulation","PS4",0.47,0.14,0,0.25,0.08,2018
"5394","Dissidia Final Fantasy NT","Fighting","PS4",0.46,0.19,0.16,0.06,0.05,2018
"5395","EA Sports UFC 3","Sports","XOne",0.44,0.3,0,0.1,0.04,2018
"5396","NHL 19","Sports","PS4",0.43,0.26,0,0.09,0.08,2018
"5397","Burnout Paradise Remastered","Racing","PS4",0.37,0.08,0.01,0.22,0.06,2018
"5398","Vampyr","Role-Playing","PS4",0.37,0.12,0,0.19,0.06,2018
"5399","Destiny 2: Forsaken","Shooter","PS4",0.36,0.19,0,0.11,0.06,2018
"5400","Hello Neighbor","Action","PS4",0.35,0.13,0,0.16,0.06,2018
"5401","The Crew 2","Racing","XOne",0.33,0.2,0,0.1,0.03,2018
"5402","PlayerUnknown's Battlegrounds","Shooter","PS4",0.33,0.13,0,0.15,0.05,2018
"5403","LEGO The Incredibles","Action","XOne",0.32,0.19,0,0.1,0.03,2018
"5404","My Hero One's Justice","Fighting","PS4",0.3,0.16,0.04,0.05,0.05,2018
"5405","SoulCalibur VI","Fighting","XOne",0.3,0.26,0,0.01,0.03,2018
"5406","LEGO DC Super-Villains","Action-Adventure","XOne",0.3,0.2,0,0.07,0.03,2018
"5407","Naruto to Boruto: Shinobi Striker","Action","PS4",0.29,0.19,0.02,0.03,0.05,2018
"5408","NHL 19","Sports","XOne",0.29,0.26,0,0,0.03,2018
"5409","Just Cause 4","Action-Adventure","XOne",0.29,0.17,0,0.09,0.03,2018
"5410","Bravo Team","Shooter","PS4",0.27,0.12,0.02,0.09,0.04,2018
"5411","Jurassic World Evolution","Simulation","XOne",0.26,0.15,0,0.09,0.02,2018
"5412","Jikkyou Powerful Pro Baseball 2018","Sports","PS4",0.26,0,0.26,0,0,2018
"5413","Earth Defense Force 5","Shooter","PS4",0.24,0,0.24,0,0,2018
"5414","Street Fighter 30th Anniversary Collection","Fighting","PS4",0.24,0.11,0.02,0.07,0.04,2018
"5415","A Way Out","Action","XOne",0.24,0.17,0,0.05,0.02,2018
"5416","No Man's Sky","Action-Adventure","XOne",0.23,0.17,0,0.04,0.02,2018
"5417","Attack on Titan 2","Action","PS4",0.22,0.09,0.06,0.04,0.03,2018
"5418","Life Is Strange: Before the Storm","Adventure","PS4",0.22,0.11,0.02,0.06,0.03,2018
"5419","Kingdom Come: Deliverance","Role-Playing","XOne",0.22,0.14,0,0.06,0.02,2018
"5420","LEGO Harry Potter Collection","Action","XOne",0.22,0.14,0,0.06,0.02,2018
"5421","Hitman 2","Action-Adventure","XOne",0.22,0.14,0,0.06,0.02,2018
"5422","Warriors Orochi 4","Action","PS4",0.22,0.05,0.16,0,0.01,2018
"5423","Fallout 76","Role-Playing","PC",0.21,0.12,0,0.07,0.02,2018
"5424","Conan Exiles","Action-Adventure","PS4",0.21,0.05,0.09,0.05,0.02,2018
"5425","Devil May Cry HD Collection","Action","PS4",0.21,0.1,0.02,0.06,0.03,2018
"5426","NBA Live 19","Sports","PS4",0.19,0.15,0,0,0.04,2018
"5427","Creed: Rise to Glory","Sports","PS4",0.19,0.15,0,0,0.04,2018
"5428","Naruto to Boruto: Shinobi Striker","Action","XOne",0.19,0.17,0,0,0.02,2018
"5429","Bendy and the Ink Machine","Puzzle","PS4",0.18,0.15,0,0,0.03,2018
